testDate,expression,movement,quality,benchmarkPct
12/06/2024,dynamic,upper body,push,0.43
20/06/2024,isometric,agility,deceleration,1.1365
14/07/2024,isometric,upper body,push,0.922
25/07/2024,isometric,jump,pre-load,0.685
31/07/2024,dynamic,sprint,max velocity,0.6795
02/08/2024,dynamic,jump,land,0.652
04/08/2024,dynamic,agility,deceleration,0.852
19/08/2024,isometric,jump,land,0.363
23/08/2024,isometric,upper body,pull,
24/08/2024,isometric,agility,acceleration,0.7305
01/09/2024,isometric,sprint,acceleration,0.731
06/09/2024,dynamic,sprint,max velocity,0.688
23/09/2024,isometric,upper body,pull,
27/09/2024,dynamic,upper body,push,0.494
29/09/2024,isometric,sprint,max velocity,0.6975
05/10/2024,dynamic,agility,acceleration,0.494
16/10/2024,isometric,sprint,max velocity,0.68
27/10/2024,dynamic,jump,land,0.666
04/11/2024,isometric,jump,land,0.39
14/11/2024,isometric,upper body,push,0.936
21/11/2024,dynamic,jump,land,0.666
23/11/2024,dynamic,upper body,push,0.47
27/11/2024,isometric,sprint,max velocity,0.73
29/11/2024,isometric,sprint,acceleration,0.79
30/11/2024,isometric,upper body,push,0.876
14/12/2024,dynamic,jump,land,0.728
17/12/2024,dynamic,upper body,pull,0.876
23/12/2024,dynamic,agility,acceleration,0.498
26/12/2024,isometric,agility,rotate,0.6705
27/12/2024,isometric,upper body,pull,0.46
30/12/2024,dynamic,jump,take off,0.6955
31/12/2024,isometric,sprint,max velocity,0.67
08/01/2025,dynamic,jump,take off,0.675
10/01/2025,dynamic,upper body,pull,0.853
13/01/2025,dynamic,sprint,acceleration,0.5
20/01/2025,dynamic,sprint,max velocity,0.667
22/01/2025,dynamic,jump,take off,0.67
25/01/2025,isometric,upper body,grapple,0.6675
27/01/2025,dynamic,sprint,acceleration,0.5
05/02/2025,isometric,upper body,push,0.96
07/02/2025,isometric,agility,rotate,0.6415
17/02/2025,isometric,jump,take off,0.3955
17/02/2025,isometric,agility,rotate,0.6385
19/02/2025,isometric,upper body,grapple,0.6385
25/02/2025,dynamic,agility,acceleration,0.495
04/03/2025,dynamic,jump,land,0.735
04/03/2025,isometric,jump,pre-load,0.787
04/07/2023,isometric,jump,land,
08/07/2023,isometric,upper body,pull,
17/07/2023,dynamic,agility,acceleration,0.33
19/07/2023,isometric,agility,rotate,
23/07/2023,isometric,upper body,push,
24/07/2023,isometric,agility,deceleration,0.781
26/07/2023,dynamic,jump,pre-load,0.589
30/07/2023,isometric,agility,deceleration,0.781
08/08/2023,isometric,upper body,push,
20/08/2023,dynamic,sprint,max velocity,0.67
24/08/2023,dynamic,upper body,pull,0.87
27/08/2023,dynamic,agility,acceleration,0.388
03/09/2023,dynamic,sprint,max velocity,0.5845
10/09/2023,dynamic,jump,land,0.69
13/09/2023,dynamic,upper body,push,0.388
16/09/2023,isometric,upper body,push,
24/09/2023,isometric,sprint,max velocity,
06/10/2023,isometric,sprint,acceleration,0.52
20/10/2023,isometric,agility,deceleration,1.038
23/10/2023,isometric,jump,take off,
27/10/2023,isometric,jump,take off,
16/11/2023,isometric,agility,rotate,
28/11/2023,isometric,jump,pre-load,0.52
30/11/2023,dynamic,agility,deceleration,0.87
03/12/2023,isometric,jump,land,
08/12/2023,dynamic,upper body,pull,0.87
13/12/2023,isometric,agility,rotate,
16/12/2023,isometric,agility,rotate,
19/12/2023,dynamic,jump,land,0.68
22/12/2023,dynamic,agility,deceleration,0.87
25/12/2023,isometric,upper body,pull,
25/12/2023,isometric,sprint,acceleration,0.52
29/12/2023,isometric,sprint,acceleration,0.52
31/12/2023,isometric,jump,land,
01/01/2024,dynamic,upper body,pull,0.87
24/01/2024,isometric,upper body,pull,
31/01/2024,dynamic,jump,take off,0.625
09/02/2024,isometric,jump,land,
12/02/2024,dynamic,jump,pre-load,0.507
14/02/2024,isometric,upper body,push,0.772
28/02/2024,isometric,jump,pre-load,0.52
11/03/2024,dynamic,jump,pre-load,0.5
19/03/2024,dynamic,agility,deceleration,0.89
19/03/2024,isometric,sprint,max velocity,
01/04/2024,isometric,agility,rotate,
06/04/2024,isometric,jump,take off,
06/04/2024,isometric,sprint,max velocity,
15/04/2024,dynamic,upper body,pull,0.89
21/04/2024,isometric,upper body,pull,
02/05/2024,isometric,jump,land,
03/05/2024,isometric,upper body,grapple,
14/05/2024,dynamic,agility,acceleration,0.43
19/05/2024,dynamic,sprint,max velocity,0.625
26/05/2024,dynamic,upper body,push,0.43
04/07/2024,dynamic,upper body,pull,0.89
15/07/2024,isometric,jump,pre-load,0.685
19/07/2024,dynamic,jump,take off,0.715
22/07/2024,isometric,upper body,pull,
05/08/2024,isometric,sprint,acceleration,0.7305
08/08/2024,isometric,upper body,pull,
17/08/2024,dynamic,jump,pre-load,0.5095
17/08/2024,isometric,upper body,grapple,0.384
19/08/2024,dynamic,upper body,push,0.428
23/08/2024,dynamic,sprint,acceleration,0.428
29/08/2024,dynamic,jump,take off,0.6915
05/09/2024,isometric,jump,land,0.33
06/09/2024,dynamic,jump,take off,0.72
14/09/2024,isometric,jump,take off,0.368
22/09/2024,isometric,upper body,pull,
27/09/2024,dynamic,jump,land,0.648
28/09/2024,dynamic,sprint,acceleration,0.494
07/10/2024,isometric,upper body,pull,
28/10/2024,isometric,agility,deceleration,0.8515
28/10/2024,dynamic,sprint,acceleration,0.486
01/11/2024,isometric,agility,deceleration,0.86
06/11/2024,isometric,upper body,grapple,0.6795
08/11/2024,dynamic,upper body,pull,0.88
09/11/2024,isometric,agility,acceleration,0.7515
16/11/2024,isometric,sprint,max velocity,0.6325
18/11/2024,dynamic,upper body,push,0.47
25/11/2024,isometric,jump,take off,0.444
26/11/2024,dynamic,jump,land,0.666
30/11/2024,isometric,sprint,acceleration,0.79
06/12/2024,isometric,agility,deceleration,0.8655
13/12/2024,dynamic,upper body,pull,0.876
19/12/2024,isometric,agility,rotate,0.68
25/12/2024,isometric,jump,land,0.42
26/12/2024,dynamic,upper body,pull,0.876
04/01/2025,isometric,agility,rotate,0.6705
06/01/2025,isometric,jump,take off,0.42
23/01/2025,dynamic,agility,acceleration,0.5
23/01/2025,isometric,sprint,max velocity,0.749
24/01/2025,isometric,jump,take off,0.4495
28/01/2025,isometric,jump,land,0.4495
12/02/2025,dynamic,agility,acceleration,0.495
04/03/2025,isometric,agility,deceleration,0.96
07/03/2025,dynamic,jump,take off,0.68
12/03/2025,isometric,agility,rotate,0.627
02/07/2023,dynamic,jump,land,0.729
05/07/2023,isometric,upper body,pull,
08/07/2023,isometric,jump,pre-load,
09/07/2023,dynamic,jump,pre-load,0.5835
09/07/2023,dynamic,agility,deceleration,0.87
11/07/2023,dynamic,upper body,pull,0.867
25/07/2023,isometric,sprint,max velocity,
05/08/2023,dynamic,agility,deceleration,0.8525
08/08/2023,isometric,jump,land,
14/08/2023,isometric,upper body,pull,
14/08/2023,isometric,agility,rotate,
19/08/2023,dynamic,sprint,max velocity,0.67
20/08/2023,isometric,agility,rotate,
21/08/2023,dynamic,sprint,acceleration,0.412
23/08/2023,dynamic,jump,land,0.69
07/09/2023,dynamic,upper body,pull,0.877
26/09/2023,isometric,sprint,max velocity,
30/09/2023,dynamic,upper body,pull,0.871
04/10/2023,dynamic,jump,pre-load,0.564
08/10/2023,dynamic,jump,take off,0.68
11/10/2023,dynamic,sprint,max velocity,0.5705
19/10/2023,isometric,jump,take off,
01/11/2023,isometric,agility,rotate,
03/11/2023,isometric,jump,take off,
10/11/2023,isometric,sprint,acceleration,0.52
17/11/2023,isometric,jump,pre-load,0.52
20/11/2023,isometric,upper body,pull,
06/12/2023,isometric,jump,pre-load,0.52
06/12/2023,isometric,sprint,max velocity,
11/12/2023,dynamic,agility,acceleration,0.43
14/12/2023,isometric,jump,land,
17/12/2023,isometric,jump,pre-load,0.52
17/12/2023,isometric,sprint,acceleration,0.52
27/12/2023,isometric,jump,land,
27/12/2023,isometric,sprint,acceleration,0.52
11/01/2024,dynamic,sprint,max velocity,0.598
21/01/2024,dynamic,agility,deceleration,0.879
10/02/2024,dynamic,jump,take off,0.6225
04/03/2024,isometric,upper body,push,0.704
06/03/2024,isometric,sprint,max velocity,
15/03/2024,dynamic,jump,pre-load,0.524
17/03/2024,isometric,sprint,acceleration,0.52
18/03/2024,dynamic,upper body,push,0.4445
20/03/2024,isometric,sprint,acceleration,0.52
21/03/2024,dynamic,jump,land,0.668
22/03/2024,isometric,sprint,max velocity,
01/04/2024,isometric,agility,deceleration,1.138
15/04/2024,dynamic,agility,deceleration,0.89
23/04/2024,isometric,agility,rotate,
26/04/2024,dynamic,agility,deceleration,0.89
03/05/2024,dynamic,jump,pre-load,0.521
10/05/2024,isometric,sprint,acceleration,0.52
14/05/2024,isometric,agility,rotate,
21/05/2024,dynamic,agility,deceleration,0.876
21/05/2024,dynamic,sprint,max velocity,0.625
27/05/2024,isometric,jump,land,
28/05/2024,isometric,sprint,acceleration,0.49
11/06/2024,dynamic,sprint,acceleration,0.43
19/06/2024,isometric,agility,deceleration,1.1365
04/07/2024,dynamic,agility,acceleration,0.43
19/07/2024,isometric,agility,rotate,0.278
28/07/2024,dynamic,sprint,acceleration,0.485
29/07/2024,dynamic,jump,land,0.675
02/08/2024,isometric,upper body,grapple,0.384
03/08/2024,isometric,jump,take off,0.372
05/08/2024,dynamic,sprint,max velocity,0.6795
06/08/2024,dynamic,agility,acceleration,0.428
07/08/2024,isometric,upper body,grapple,0.384
17/08/2024,isometric,jump,take off,0.363
23/08/2024,dynamic,jump,pre-load,0.5095
08/09/2024,isometric,upper body,push,0.936
15/09/2024,isometric,jump,land,0.368
16/09/2024,isometric,jump,land,0.386
22/09/2024,dynamic,upper body,push,0.494
08/10/2024,dynamic,sprint,acceleration,0.498
11/10/2024,isometric,jump,pre-load,0.6925
17/10/2024,dynamic,jump,take off,0.7165
18/10/2024,isometric,sprint,max velocity,0.68
23/10/2024,isometric,upper body,grapple,0.6695
27/10/2024,dynamic,sprint,acceleration,0.486
01/11/2024,isometric,jump,land,0.39
05/11/2024,isometric,upper body,push,0.936
06/11/2024,isometric,agility,rotate,0.6795
29/11/2024,isometric,agility,rotate,0.6795
05/12/2024,isometric,agility,deceleration,0.8655
06/12/2024,isometric,jump,take off,0.42
15/12/2024,dynamic,agility,acceleration,0.498
17/12/2024,isometric,jump,land,0.4
24/12/2024,dynamic,upper body,push,0.498
28/12/2024,dynamic,jump,pre-load,0.5305
30/12/2024,isometric,jump,land,0.42
30/12/2024,dynamic,sprint,acceleration,0.498
01/01/2025,isometric,upper body,grapple,0.6705
09/01/2025,dynamic,agility,acceleration,0.5
15/01/2025,isometric,agility,rotate,0.6675
21/01/2025,isometric,jump,take off,0.46
22/01/2025,isometric,sprint,acceleration,0.7475
30/01/2025,isometric,upper body,grapple,0.6445
19/02/2025,dynamic,sprint,max velocity,0.651
22/02/2025,isometric,upper body,push,0.9555
26/02/2025,dynamic,sprint,acceleration,0.495
08/07/2023,dynamic,sprint,acceleration,0.32
17/07/2023,isometric,agility,deceleration,0.781
19/07/2023,isometric,jump,land,
24/07/2023,dynamic,jump,land,0.6975
29/07/2023,isometric,agility,deceleration,0.781
07/08/2023,dynamic,jump,land,0.6975
09/08/2023,isometric,jump,land,
10/08/2023,isometric,sprint,acceleration,
11/08/2023,dynamic,jump,pre-load,0.6175
13/08/2023,isometric,agility,deceleration,0.9525
14/08/2023,dynamic,sprint,acceleration,0.358
16/08/2023,isometric,jump,land,
18/08/2023,isometric,sprint,acceleration,
19/08/2023,isometric,agility,acceleration,
03/09/2023,isometric,jump,take off,
14/09/2023,dynamic,jump,take off,0.7085
15/09/2023,isometric,jump,pre-load,0.52
16/09/2023,dynamic,agility,acceleration,0.388
17/09/2023,isometric,sprint,max velocity,
21/09/2023,isometric,jump,pre-load,0.52
25/09/2023,isometric,upper body,push,
11/10/2023,isometric,agility,acceleration,0.52
14/10/2023,isometric,sprint,acceleration,0.52
16/10/2023,isometric,jump,take off,
21/10/2023,dynamic,jump,take off,0.74
29/10/2023,isometric,upper body,push,0.67
29/10/2023,isometric,agility,deceleration,1.038
14/11/2023,dynamic,jump,land,0.69
20/11/2023,dynamic,upper body,pull,0.871
28/11/2023,isometric,upper body,push,0.67
29/11/2023,isometric,sprint,max velocity,
18/12/2023,isometric,jump,pre-load,0.52
21/12/2023,isometric,jump,pre-load,0.52
05/01/2024,isometric,agility,rotate,
20/01/2024,dynamic,jump,pre-load,0.498
22/01/2024,dynamic,agility,deceleration,0.879
27/01/2024,dynamic,jump,land,0.668
07/02/2024,dynamic,jump,take off,0.64
07/02/2024,isometric,upper body,push,0.772
07/02/2024,isometric,agility,deceleration,1.148
12/02/2024,dynamic,sprint,acceleration,0.4345
16/02/2024,dynamic,sprint,acceleration,0.4345
26/02/2024,isometric,agility,deceleration,1.148
01/03/2024,isometric,upper body,grapple,
09/03/2024,isometric,jump,land,
20/03/2024,isometric,upper body,pull,
24/03/2024,isometric,sprint,acceleration,0.52
08/04/2024,dynamic,agility,acceleration,0.44
09/04/2024,dynamic,sprint,max velocity,0.628
10/04/2024,dynamic,upper body,pull,0.89
17/04/2024,isometric,sprint,max velocity,-0.2
28/04/2024,dynamic,jump,take off,0.63
29/04/2024,isometric,agility,rotate,
01/05/2024,isometric,sprint,max velocity,0.1995
02/05/2024,isometric,upper body,push,0.704
17/05/2024,isometric,jump,take off,
19/05/2024,dynamic,jump,land,0.664
20/05/2024,isometric,sprint,max velocity,0.1995
31/05/2024,isometric,jump,pre-load,0.49
05/06/2024,dynamic,agility,acceleration,0.43
16/06/2024,dynamic,jump,take off,0.62
16/06/2024,isometric,agility,acceleration,0.49
24/06/2024,dynamic,sprint,max velocity,0.625
13/07/2024,isometric,agility,rotate,-0.1675
14/07/2024,dynamic,sprint,acceleration,0.488
15/07/2024,dynamic,upper body,push,0.488
21/07/2024,dynamic,jump,pre-load,0.469
15/08/2024,isometric,upper body,push,0.96
22/08/2024,isometric,upper body,pull,
07/09/2024,isometric,sprint,max velocity,0.698
11/09/2024,dynamic,agility,acceleration,0.4955
14/09/2024,isometric,agility,acceleration,0.7275
16/09/2024,isometric,sprint,max velocity,0.698
21/09/2024,isometric,jump,land,0.426
22/09/2024,isometric,agility,rotate,0.613
23/09/2024,isometric,jump,take off,0.426
28/09/2024,isometric,agility,acceleration,0.72
06/10/2024,isometric,jump,land,0.426
10/10/2024,dynamic,jump,pre-load,0.5375
10/10/2024,dynamic,upper body,pull,0.868
15/10/2024,dynamic,jump,land,0.65
19/10/2024,isometric,upper body,grapple,0.6595
21/10/2024,isometric,jump,take off,0.426
22/10/2024,dynamic,sprint,acceleration,0.486
23/10/2024,isometric,jump,pre-load,0.6935
25/10/2024,dynamic,jump,pre-load,0.5375
29/10/2024,isometric,jump,pre-load,0.6935
12/11/2024,dynamic,upper body,push,0.47
22/11/2024,isometric,jump,take off,0.444
26/11/2024,isometric,upper body,grapple,0.6795
30/11/2024,isometric,upper body,grapple,0.6795
25/12/2024,dynamic,agility,acceleration,0.498
01/01/2025,dynamic,agility,acceleration,0.498
02/01/2025,isometric,upper body,push,0.876
09/01/2025,isometric,agility,rotate,0.6675
23/01/2025,dynamic,jump,land,0.7465
26/01/2025,dynamic,agility,deceleration,0.853
03/02/2025,isometric,jump,take off,0.39
04/02/2025,isometric,jump,take off,0.39
10/02/2025,dynamic,upper body,push,0.495
20/02/2025,isometric,upper body,pull,0.7975
25/02/2025,isometric,sprint,max velocity,0.707
26/02/2025,isometric,sprint,max velocity,0.707
28/02/2025,isometric,jump,land,0.3955
06/03/2025,isometric,agility,rotate,0.6385
09/03/2025,isometric,upper body,pull,0.851
11/03/2025,dynamic,agility,deceleration,0.88
03/07/2023,isometric,upper body,grapple,
13/07/2023,isometric,sprint,acceleration,
14/07/2023,isometric,upper body,grapple,
18/07/2023,dynamic,jump,land,0.6975
20/07/2023,isometric,jump,land,
26/07/2023,isometric,upper body,push,
27/07/2023,dynamic,upper body,pull,0.8525
30/07/2023,dynamic,jump,take off,0.7365
01/08/2023,isometric,jump,land,
03/08/2023,isometric,sprint,max velocity,
09/08/2023,isometric,upper body,pull,
11/08/2023,isometric,upper body,grapple,
14/08/2023,isometric,upper body,grapple,
22/08/2023,dynamic,sprint,acceleration,0.412
27/08/2023,isometric,jump,land,
29/08/2023,dynamic,upper body,pull,0.877
29/08/2023,isometric,agility,deceleration,1.0395
29/08/2023,isometric,sprint,acceleration,0.52
31/08/2023,dynamic,upper body,push,0.3945
03/09/2023,isometric,jump,pre-load,0.52
03/09/2023,isometric,agility,acceleration,0.52
04/09/2023,isometric,agility,deceleration,1.0395
08/09/2023,isometric,upper body,push,
13/09/2023,isometric,agility,rotate,
15/09/2023,isometric,sprint,acceleration,0.52
18/09/2023,isometric,jump,land,
18/09/2023,dynamic,upper body,pull,0.877
20/09/2023,isometric,jump,pre-load,0.52
07/10/2023,dynamic,upper body,push,0.4305
14/10/2023,isometric,jump,land,
15/10/2023,isometric,jump,land,
30/10/2023,isometric,jump,pre-load,0.52
12/11/2023,dynamic,sprint,acceleration,0.431
20/11/2023,isometric,agility,acceleration,0.52
23/11/2023,dynamic,agility,deceleration,0.871
25/11/2023,isometric,jump,take off,
10/12/2023,dynamic,upper body,push,0.43
24/12/2023,isometric,jump,land,
10/01/2024,isometric,agility,acceleration,0.52
23/01/2024,isometric,jump,land,
31/01/2024,dynamic,jump,land,0.668
13/02/2024,isometric,jump,pre-load,0.52
23/02/2024,dynamic,agility,acceleration,0.4445
26/02/2024,isometric,agility,rotate,
01/03/2024,dynamic,agility,deceleration,0.89
06/03/2024,isometric,sprint,acceleration,0.52
08/03/2024,dynamic,upper body,pull,0.89
28/03/2024,dynamic,jump,land,0.668
07/04/2024,isometric,jump,land,
10/04/2024,isometric,jump,land,
23/04/2024,isometric,upper body,push,0.704
30/04/2024,dynamic,agility,acceleration,0.43
15/05/2024,dynamic,jump,take off,0.64
16/05/2024,isometric,upper body,pull,
26/05/2024,dynamic,jump,take off,0.62
27/05/2024,isometric,upper body,push,0.704
09/06/2024,isometric,jump,pre-load,0.49
11/06/2024,dynamic,agility,acceleration,0.43
17/06/2024,dynamic,agility,acceleration,0.43
21/06/2024,dynamic,agility,deceleration,0.89
28/06/2024,isometric,sprint,acceleration,0.49
29/06/2024,dynamic,agility,deceleration,0.89
30/06/2024,isometric,sprint,max velocity,0.1995
08/07/2024,dynamic,sprint,max velocity,0.67
09/07/2024,dynamic,sprint,acceleration,0.491
23/07/2024,dynamic,sprint,max velocity,0.671
31/07/2024,dynamic,sprint,acceleration,0.428
05/08/2024,dynamic,upper body,push,0.428
05/08/2024,isometric,agility,rotate,0.384
07/08/2024,isometric,agility,rotate,0.384
12/08/2024,isometric,jump,pre-load,0.7305
13/08/2024,isometric,agility,rotate,0.384
14/08/2024,isometric,agility,acceleration,0.7305
18/08/2024,isometric,upper body,push,0.96
20/08/2024,isometric,agility,acceleration,0.7305
25/08/2024,isometric,agility,rotate,0.5075
